
=== Evento(s): Stage 6 & Stage 3 & Stage 4 & Stage 2 & Stage 5 & Stage 1 ===
                                  athlete_id    split  netTime_sec         anomaly_type
180159  886abeb3-2860-51d9-aa09-90062466b0d8     Meta     9189.196  Velocidad imposible
180162  886abeb3-2860-51d9-aa09-90062466b0d8      EH1     3012.789  Velocidad imposible
180163  886abeb3-2860-51d9-aa09-90062466b0d8      CP2     4572.373  Velocidad imposible
180189  886abeb3-2860-51d9-aa09-90062466b0d8      CP1     1639.650  Velocidad imposible
180190  886abeb3-2860-51d9-aa09-90062466b0d8      EH1     2452.120  Velocidad imposible
180191  886abeb3-2860-51d9-aa09-90062466b0d8      CP2     4486.526  Velocidad imposible
180192  886abeb3-2860-51d9-aa09-90062466b0d8      CP3     5054.642  Velocidad imposible
180238  9b411786-e1bc-558c-81ac-a5c988946253      CP1     1952.200  Velocidad imposible
180239  9b411786-e1bc-558c-81ac-a5c988946253      EH1     2850.670  Velocidad imposible
180261  e946b187-af0c-5a93-9227-f534f4055c66      EH1     3220.911  Velocidad imposible
180262  e946b187-af0c-5a93-9227-f534f4055c66      CP2     4843.680  Velocidad imposible
180288  e946b187-af0c-5a93-9227-f534f4055c66      CP1     1683.780  Velocidad imposible
180289  e946b187-af0c-5a93-9227-f534f4055c66      EH1     2511.230  Velocidad imposible
180290  e946b187-af0c-5a93-9227-f534f4055c66      CP2     4536.283  Velocidad imposible
180291  e946b187-af0c-5a93-9227-f534f4055c66      CP3     5108.265  Velocidad imposible
180312  feb73dd4-1d7e-5f07-8c6b-6ae2264b82a8      CP2     5099.947  Velocidad imposible
180338  feb73dd4-1d7e-5f07-8c6b-6ae2264b82a8      CP1     1728.890  Velocidad imposible
180339  feb73dd4-1d7e-5f07-8c6b-6ae2264b82a8      EH1     2640.580  Velocidad imposible
180374  592d8c72-0502-5057-b089-65696d9b5970     Meta    44819.078    Outlier de tiempo
180388  592d8c72-0502-5057-b089-65696d9b5970      CP1     1781.930  Velocidad imposible
180389  592d8c72-0502-5057-b089-65696d9b5970      EH1     2645.970  Velocidad imposible
180439  24b57f2e-5cb7-5575-bfd7-4d1477d7910e      CP1     1912.000  Velocidad imposible
180440  24b57f2e-5cb7-5575-bfd7-4d1477d7910e      EH1     2905.580  Velocidad imposible
180510  3faa0468-4bb7-5d3b-b444-69492160a961     Meta     9451.509  Velocidad imposible
180513  3faa0468-4bb7-5d3b-b444-69492160a961      EH1     3205.769  Velocidad imposible
180514  3faa0468-4bb7-5d3b-b444-69492160a961      CP2     4801.787  Velocidad imposible
180540  3faa0468-4bb7-5d3b-b444-69492160a961      CP1     1583.690  Velocidad imposible
180541  3faa0468-4bb7-5d3b-b444-69492160a961      EH1     2374.970  Velocidad imposible
180542  3faa0468-4bb7-5d3b-b444-69492160a961      CP2     4281.572  Velocidad imposible
180543  3faa0468-4bb7-5d3b-b444-69492160a961      CP3     4797.986  Velocidad imposible
180590  bdd7102c-c36f-59d2-b0b6-992bede214da      CP1     1995.480  Velocidad imposible
180591  bdd7102c-c36f-59d2-b0b6-992bede214da      EH1     2922.200  Velocidad imposible
180602  8964bdba-d6cc-525a-91b3-bff9e06d018d      EH1     7759.291    Outlier de tiempo
180664  67be6775-49c7-52cf-ae46-5d8728c1fef8      EH1     2999.412  Velocidad imposible
180665  67be6775-49c7-52cf-ae46-5d8728c1fef8      CP2     4511.329  Velocidad imposible
180667  67be6775-49c7-52cf-ae46-5d8728c1fef8      CP3     8572.934  Velocidad imposible
180691  67be6775-49c7-52cf-ae46-5d8728c1fef8      CP1     1394.330  Velocidad imposible
180692  67be6775-49c7-52cf-ae46-5d8728c1fef8      EH1     2211.940  Velocidad imposible
180693  67be6775-49c7-52cf-ae46-5d8728c1fef8      CP2     3988.532  Velocidad imposible
180694  67be6775-49c7-52cf-ae46-5d8728c1fef8      CP3     4470.475  Velocidad imposible
180772  b5b462f6-1138-5c1f-9af9-4921a3394173     Meta     9490.519  Velocidad imposible
180775  b5b462f6-1138-5c1f-9af9-4921a3394173      EH1     3009.117  Velocidad imposible
180776  b5b462f6-1138-5c1f-9af9-4921a3394173      CP2     4620.902  Velocidad imposible
180802  b5b462f6-1138-5c1f-9af9-4921a3394173      CP1     1467.240  Velocidad imposible
180803  b5b462f6-1138-5c1f-9af9-4921a3394173      EH1     2211.530  Velocidad imposible
180804  b5b462f6-1138-5c1f-9af9-4921a3394173      CP2     3990.299  Velocidad imposible
180805  b5b462f6-1138-5c1f-9af9-4921a3394173      CP3     4471.890  Velocidad imposible
180806  b5b462f6-1138-5c1f-9af9-4921a3394173      EH2     7095.155  Velocidad imposible
180807  b5b462f6-1138-5c1f-9af9-4921a3394173      CP4     7862.910  Velocidad imposible
180894  c2ff9171-3e47-5bc5-8696-f7d81712cdf0      CP1     1966.230  Velocidad imposible
180895  c2ff9171-3e47-5bc5-8696-f7d81712cdf0      EH1     2881.430  Velocidad imposible
180914  9d0e931b-55ba-597b-a30c-07e8eb109b2f     Meta     8828.460  Velocidad imposible
180917  9d0e931b-55ba-597b-a30c-07e8eb109b2f      EH1     3011.606  Velocidad imposible
180918  9d0e931b-55ba-597b-a30c-07e8eb109b2f      CP2     4548.736  Velocidad imposible
180935  9d0e931b-55ba-597b-a30c-07e8eb109b2f      CP1     2225.423  Velocidad imposible
180936  9d0e931b-55ba-597b-a30c-07e8eb109b2f      EH1     3092.140  Velocidad imposible
180944  9d0e931b-55ba-597b-a30c-07e8eb109b2f      CP1     1507.660  Velocidad imposible
180945  9d0e931b-55ba-597b-a30c-07e8eb109b2f      EH1     2240.670  Velocidad imposible
180946  9d0e931b-55ba-597b-a30c-07e8eb109b2f      CP2     3988.728  Velocidad imposible
180947  9d0e931b-55ba-597b-a30c-07e8eb109b2f      CP3     4475.873  Velocidad imposible
180948  9d0e931b-55ba-597b-a30c-07e8eb109b2f      EH2     7135.086  Velocidad imposible
180949  9d0e931b-55ba-597b-a30c-07e8eb109b2f      CP4     7846.462  Velocidad imposible
181019  848d887d-4199-5bc2-a488-aa9d74a264bd      CP2     5062.941  Velocidad imposible
181045  848d887d-4199-5bc2-a488-aa9d74a264bd      CP1     1666.970  Velocidad imposible
181046  848d887d-4199-5bc2-a488-aa9d74a264bd      EH1     2459.770  Velocidad imposible
181047  848d887d-4199-5bc2-a488-aa9d74a264bd      CP2     4490.283  Velocidad imposible
181048  848d887d-4199-5bc2-a488-aa9d74a264bd      CP3     5045.013  Velocidad imposible
181095  53dcb7db-ca5e-541d-83d2-5afb3f228d6c      CP1     1660.820  Velocidad imposible
181096  53dcb7db-ca5e-541d-83d2-5afb3f228d6c      EH1     2455.190  Velocidad imposible
181097  53dcb7db-ca5e-541d-83d2-5afb3f228d6c      CP2     4493.383  Velocidad imposible
181098  53dcb7db-ca5e-541d-83d2-5afb3f228d6c      CP3     5057.971  Velocidad imposible
181115  a8fc1803-a795-5a3e-98f4-3be4139f1372     Meta     9488.270  Velocidad imposible
181118  a8fc1803-a795-5a3e-98f4-3be4139f1372      EH1     2994.256  Velocidad imposible
181119  a8fc1803-a795-5a3e-98f4-3be4139f1372      CP2     4580.252  Velocidad imposible
181131  a8fc1803-a795-5a3e-98f4-3be4139f1372     Meta    36119.649    Outlier de tiempo
181135  a8fc1803-a795-5a3e-98f4-3be4139f1372      CP1     2254.170  Velocidad imposible
181144  a8fc1803-a795-5a3e-98f4-3be4139f1372      CP1     1538.040  Velocidad imposible
181145  a8fc1803-a795-5a3e-98f4-3be4139f1372      EH1     2293.970  Velocidad imposible
181146  a8fc1803-a795-5a3e-98f4-3be4139f1372      CP2     4224.591  Velocidad imposible
181147  a8fc1803-a795-5a3e-98f4-3be4139f1372      CP3     4759.172  Velocidad imposible
181164  71089001-feb7-5a15-8065-f48d818dffd3     Meta     9562.729  Velocidad imposible
181168  71089001-feb7-5a15-8065-f48d818dffd3      CP2     5074.888  Velocidad imposible
181194  71089001-feb7-5a15-8065-f48d818dffd3      CP1     1662.710  Velocidad imposible
181195  71089001-feb7-5a15-8065-f48d818dffd3      EH1     2458.520  Velocidad imposible
181196  71089001-feb7-5a15-8065-f48d818dffd3      CP2     4490.835  Velocidad imposible
181197  71089001-feb7-5a15-8065-f48d818dffd3      CP3     5050.352  Velocidad imposible
181245  eaadc6e5-8a8a-5498-936b-6932f0288c8d      CP1     1733.490  Velocidad imposible
181246  eaadc6e5-8a8a-5498-936b-6932f0288c8d      EH1     2563.580  Velocidad imposible
181247  eaadc6e5-8a8a-5498-936b-6932f0288c8d      CP2     4534.212  Velocidad imposible
181248  eaadc6e5-8a8a-5498-936b-6932f0288c8d      CP3     5057.584  Velocidad imposible
181255  9500725a-190b-568d-b289-b722f19823e9      EH1     8575.034    Outlier de tiempo
181281  9500725a-190b-568d-b289-b722f19823e9     Meta    50584.933    Outlier de tiempo
181315  667a0a74-eb57-5688-900f-f91342624da2     Meta     9459.827  Velocidad imposible
181319  667a0a74-eb57-5688-900f-f91342624da2      CP2     5082.962  Velocidad imposible
181345  667a0a74-eb57-5688-900f-f91342624da2      CP1     1581.190  Velocidad imposible
181346  667a0a74-eb57-5688-900f-f91342624da2      EH1     2324.310  Velocidad imposible
181347  667a0a74-eb57-5688-900f-f91342624da2      CP2     4222.765  Velocidad imposible
181348  667a0a74-eb57-5688-900f-f91342624da2      CP3     4772.445  Velocidad imposible
181395  c4ceac56-0757-5edf-96b4-0d69bab54d78      CP1     1714.610  Velocidad imposible
181396  c4ceac56-0757-5edf-96b4-0d69bab54d78      EH1     2512.940  Velocidad imposible
181397  c4ceac56-0757-5edf-96b4-0d69bab54d78      CP2     4493.856  Velocidad imposible
181398  c4ceac56-0757-5edf-96b4-0d69bab54d78      CP3     5060.079  Velocidad imposible
181446  9f6bbcc9-a2ff-518b-b121-f3bb2e241f02      CP1     1960.370  Velocidad imposible
181447  9f6bbcc9-a2ff-518b-b121-f3bb2e241f02      EH1     2827.600  Velocidad imposible
181497  bbf3fed8-6322-540a-a611-008f5aa908e3      CP1     2017.830  Velocidad imposible
181498  bbf3fed8-6322-540a-a611-008f5aa908e3      EH1     2977.260  Velocidad imposible
181571  336ec7af-f323-5cb3-a000-1567f5d4f277      EH1     3211.872  Velocidad imposible
181572  336ec7af-f323-5cb3-a000-1567f5d4f277      CP2     4834.311  Velocidad imposible
181598  336ec7af-f323-5cb3-a000-1567f5d4f277      CP1     1654.460  Velocidad imposible
181599  336ec7af-f323-5cb3-a000-1567f5d4f277      EH1     2457.040  Velocidad imposible
181600  336ec7af-f323-5cb3-a000-1567f5d4f277      CP2     4491.771  Velocidad imposible
181601  336ec7af-f323-5cb3-a000-1567f5d4f277      CP3     5049.124  Velocidad imposible
181618  85d609f6-2679-5575-8d0e-3d0267eac158     Meta     9454.058  Velocidad imposible
181621  85d609f6-2679-5575-8d0e-3d0267eac158      EH1     3012.820  Velocidad imposible
181622  85d609f6-2679-5575-8d0e-3d0267eac158      CP2     4580.669  Velocidad imposible
181639  85d609f6-2679-5575-8d0e-3d0267eac158      CP1     1738.810  Velocidad imposible
181640  85d609f6-2679-5575-8d0e-3d0267eac158      EH1     2617.270  Velocidad imposible
181641  85d609f6-2679-5575-8d0e-3d0267eac158      CP2     4686.831  Velocidad imposible
181689  adc86a0c-f4f6-5f77-a73f-f0241099092c      CP1     1748.590  Velocidad imposible
181690  adc86a0c-f4f6-5f77-a73f-f0241099092c      EH1     2597.210  Velocidad imposible
181691  adc86a0c-f4f6-5f77-a73f-f0241099092c      CP2     4537.967  Velocidad imposible
181692  adc86a0c-f4f6-5f77-a73f-f0241099092c      CP3     5059.746  Velocidad imposible
181703  9ef98b72-d122-533c-968e-394d879f3c3c      CP4    12258.098  Velocidad imposible
181704  9ef98b72-d122-533c-968e-394d879f3c3c  Last km    12410.354  Velocidad imposible
181705  9ef98b72-d122-533c-968e-394d879f3c3c     Meta    12520.825  Velocidad imposible
181709  9ef98b72-d122-533c-968e-394d879f3c3c     Meta     7862.912  Velocidad imposible
181711  9ef98b72-d122-533c-968e-394d879f3c3c      CP1     1683.006  Velocidad imposible
181712  9ef98b72-d122-533c-968e-394d879f3c3c      EH1     2936.032  Velocidad imposible
181713  9ef98b72-d122-533c-968e-394d879f3c3c      CP2     4443.385  Velocidad imposible
181714  9ef98b72-d122-533c-968e-394d879f3c3c      EH2     6650.198  Velocidad imposible
181715  9ef98b72-d122-533c-968e-394d879f3c3c      CP3     7708.429  Velocidad imposible
181716  9ef98b72-d122-533c-968e-394d879f3c3c      EH3     9840.759  Velocidad imposible
181717  9ef98b72-d122-533c-968e-394d879f3c3c      CP4    10075.459  Velocidad imposible
181718  9ef98b72-d122-533c-968e-394d879f3c3c   Lastkm    11819.769  Velocidad imposible
181719  9ef98b72-d122-533c-968e-394d879f3c3c     Meta    11960.210  Velocidad imposible
181721  9ef98b72-d122-533c-968e-394d879f3c3c      CP1     3072.049  Velocidad imposible
181722  9ef98b72-d122-533c-968e-394d879f3c3c      CP2     5134.178  Velocidad imposible
181723  9ef98b72-d122-533c-968e-394d879f3c3c      CP3     6342.034  Velocidad imposible
181724  9ef98b72-d122-533c-968e-394d879f3c3c      EH2     8261.415  Velocidad imposible
181727  9ef98b72-d122-533c-968e-394d879f3c3c   Lastkm    14600.665  Velocidad imposible
181728  9ef98b72-d122-533c-968e-394d879f3c3c     Meta    14714.480  Velocidad imposible
181730  9ef98b72-d122-533c-968e-394d879f3c3c      CP1     2069.746  Velocidad imposible
181731  9ef98b72-d122-533c-968e-394d879f3c3c      EH1     2867.057  Velocidad imposible
181732  9ef98b72-d122-533c-968e-394d879f3c3c      CP2     3518.951  Velocidad imposible
181733  9ef98b72-d122-533c-968e-394d879f3c3c      EH2     6626.513  Velocidad imposible
181734  9ef98b72-d122-533c-968e-394d879f3c3c      EH3     9345.556  Velocidad imposible
181735  9ef98b72-d122-533c-968e-394d879f3c3c      CP4    11339.467  Velocidad imposible
181736  9ef98b72-d122-533c-968e-394d879f3c3c   Lastkm    11975.976  Velocidad imposible
181737  9ef98b72-d122-533c-968e-394d879f3c3c     Meta    12112.460  Velocidad imposible
181739  9ef98b72-d122-533c-968e-394d879f3c3c      CP1     1374.300  Velocidad imposible
181740  9ef98b72-d122-533c-968e-394d879f3c3c      EH1     2037.500  Velocidad imposible
181741  9ef98b72-d122-533c-968e-394d879f3c3c      CP2     3674.140  Velocidad imposible
181742  9ef98b72-d122-533c-968e-394d879f3c3c      CP3     4171.842  Velocidad imposible
181743  9ef98b72-d122-533c-968e-394d879f3c3c      EH2     6295.450  Velocidad imposible
181744  9ef98b72-d122-533c-968e-394d879f3c3c      CP4     6872.338  Velocidad imposible
181745  9ef98b72-d122-533c-968e-394d879f3c3c   Lastkm     7859.518  Velocidad imposible
181746  9ef98b72-d122-533c-968e-394d879f3c3c     Meta     7936.815  Velocidad imposible
181759  70b46190-108a-5c5c-aed0-96071c7d5695     Meta     9486.428  Velocidad imposible
181763  70b46190-108a-5c5c-aed0-96071c7d5695      CP2     5071.511  Velocidad imposible
181790  70b46190-108a-5c5c-aed0-96071c7d5695      CP1     1848.170  Velocidad imposible
181791  70b46190-108a-5c5c-aed0-96071c7d5695      EH1     2711.740  Velocidad imposible
181810  71557b71-2a10-5609-a770-ce42cb2227fa     Meta     9570.365  Velocidad imposible
181814  71557b71-2a10-5609-a770-ce42cb2227fa      CP2     5082.641  Velocidad imposible
181840  71557b71-2a10-5609-a770-ce42cb2227fa      CP1     1634.880  Velocidad imposible
181841  71557b71-2a10-5609-a770-ce42cb2227fa      EH1     2420.740  Velocidad imposible
181842  71557b71-2a10-5609-a770-ce42cb2227fa      CP2     4283.584  Velocidad imposible
181843  71557b71-2a10-5609-a770-ce42cb2227fa      CP3     4795.486  Velocidad imposible
181891  c6cfe573-25b3-5bad-887b-aa44a68b2954      CP1     1834.680  Velocidad imposible
181892  c6cfe573-25b3-5bad-887b-aa44a68b2954      EH1     2726.770  Velocidad imposible
181913  bb5bb51d-c2d4-5e39-aaf5-59ab46ade998      EH1     2963.335  Velocidad imposible
181914  bb5bb51d-c2d4-5e39-aaf5-59ab46ade998      CP2     4426.627  Velocidad imposible
181930  bb5bb51d-c2d4-5e39-aaf5-59ab46ade998      CP1     2182.726  Velocidad imposible
181931  bb5bb51d-c2d4-5e39-aaf5-59ab46ade998      EH1     2996.874  Velocidad imposible
181932  bb5bb51d-c2d4-5e39-aaf5-59ab46ade998      CP2     3659.904  Velocidad imposible
181939  bb5bb51d-c2d4-5e39-aaf5-59ab46ade998      CP1     1537.710  Velocidad imposible
181940  bb5bb51d-c2d4-5e39-aaf5-59ab46ade998      EH1     2375.060  Velocidad imposible
181941  bb5bb51d-c2d4-5e39-aaf5-59ab46ade998      CP2     4285.728  Velocidad imposible
181942  bb5bb51d-c2d4-5e39-aaf5-59ab46ade998      CP3     4804.765  Velocidad imposible
181959  a122e615-dbef-5524-8ef0-21641ab6ace1     Meta     8694.395  Velocidad imposible
181962  a122e615-dbef-5524-8ef0-21641ab6ace1      EH1     3004.846  Velocidad imposible
181963  a122e615-dbef-5524-8ef0-21641ab6ace1      CP2     4562.310  Velocidad imposible
181996  1e6f4bcd-e74c-53ce-91ae-ec621b474b0d     Meta     9192.191  Velocidad imposible
181999  1e6f4bcd-e74c-53ce-91ae-ec621b474b0d      EH1     3012.664  Velocidad imposible
182000  1e6f4bcd-e74c-53ce-91ae-ec621b474b0d      CP2     4590.462  Velocidad imposible
182026  1e6f4bcd-e74c-53ce-91ae-ec621b474b0d      CP1     1580.790  Velocidad imposible
182027  1e6f4bcd-e74c-53ce-91ae-ec621b474b0d      EH1     2373.860  Velocidad imposible
182028  1e6f4bcd-e74c-53ce-91ae-ec621b474b0d      CP2     4282.761  Velocidad imposible
182029  1e6f4bcd-e74c-53ce-91ae-ec621b474b0d      CP3     4801.528  Velocidad imposible
182046  42d75e05-09b0-5d12-8d8b-810ffbec93f5     Meta     8085.919  Velocidad imposible
182048  42d75e05-09b0-5d12-8d8b-810ffbec93f5      CP1     1685.918  Velocidad imposible
182049  42d75e05-09b0-5d12-8d8b-810ffbec93f5      EH1     2939.395  Velocidad imposible
182050  42d75e05-09b0-5d12-8d8b-810ffbec93f5      CP2     4432.733  Velocidad imposible
182052  42d75e05-09b0-5d12-8d8b-810ffbec93f5      CP3     8125.369  Velocidad imposible
182055  42d75e05-09b0-5d12-8d8b-810ffbec93f5   Lastkm    12547.029  Velocidad imposible
182056  42d75e05-09b0-5d12-8d8b-810ffbec93f5     Meta    12712.446  Velocidad imposible
182067  42d75e05-09b0-5d12-8d8b-810ffbec93f5      CP1     2196.843  Velocidad imposible
182068  42d75e05-09b0-5d12-8d8b-810ffbec93f5      EH1     3041.702  Velocidad imposible
182069  42d75e05-09b0-5d12-8d8b-810ffbec93f5      CP2     3703.606  Velocidad imposible
182076  42d75e05-09b0-5d12-8d8b-810ffbec93f5      CP1     1382.230  Velocidad imposible
182077  42d75e05-09b0-5d12-8d8b-810ffbec93f5      EH1     2061.050  Velocidad imposible
182078  42d75e05-09b0-5d12-8d8b-810ffbec93f5      CP2     3802.993  Velocidad imposible
182079  42d75e05-09b0-5d12-8d8b-810ffbec93f5      CP3     4316.855  Velocidad imposible
182080  42d75e05-09b0-5d12-8d8b-810ffbec93f5      EH2     6839.209  Velocidad imposible
182081  42d75e05-09b0-5d12-8d8b-810ffbec93f5      CP4     7487.966  Velocidad imposible
182082  42d75e05-09b0-5d12-8d8b-810ffbec93f5   Lastkm     8569.506  Velocidad imposible
182083  42d75e05-09b0-5d12-8d8b-810ffbec93f5     Meta     8662.399  Velocidad imposible
182127  c065e6c9-295d-57ea-94f0-4ca4e20ab9e3      CP1     2005.220  Velocidad imposible
182177  ac59ad5e-4587-5b4e-94b5-7571be749b3f      CP1     1720.960  Velocidad imposible
182178  ac59ad5e-4587-5b4e-94b5-7571be749b3f      EH1     2570.550  Velocidad imposible
182179  ac59ad5e-4587-5b4e-94b5-7571be749b3f      CP2     4611.896  Velocidad imposible
182213  798b6702-3a32-5952-afe5-cdcd359b0132     Meta    49739.488    Outlier de tiempo
182277  de3710b9-8769-5cb9-b876-f6246ab48daf      CP1     1836.220  Velocidad imposible
182278  de3710b9-8769-5cb9-b876-f6246ab48daf      EH1     2723.850  Velocidad imposible
182297  7909e3a5-af1e-5635-9138-2fb473120fd4     Meta     8710.524  Velocidad imposible
182300  7909e3a5-af1e-5635-9138-2fb473120fd4      EH1     3008.095  Velocidad imposible
182301  7909e3a5-af1e-5635-9138-2fb473120fd4      CP2     4565.226  Velocidad imposible
182303  7909e3a5-af1e-5635-9138-2fb473120fd4      CP3     8709.901  Velocidad imposible
182327  7909e3a5-af1e-5635-9138-2fb473120fd4      CP1     1507.040  Velocidad imposible
182328  7909e3a5-af1e-5635-9138-2fb473120fd4      EH1     2255.600  Velocidad imposible
182329  7909e3a5-af1e-5635-9138-2fb473120fd4      CP2     3986.427  Velocidad imposible
182330  7909e3a5-af1e-5635-9138-2fb473120fd4      CP3     4467.463  Velocidad imposible
182331  7909e3a5-af1e-5635-9138-2fb473120fd4      EH2     7091.679  Velocidad imposible
182332  7909e3a5-af1e-5635-9138-2fb473120fd4      CP4     7833.203  Velocidad imposible
182341  341b2256-a21f-5aa5-84f0-bd5ebb7ce25d      CP4    12037.667  Velocidad imposible
182342  341b2256-a21f-5aa5-84f0-bd5ebb7ce25d  Last km    12191.456  Velocidad imposible
182343  341b2256-a21f-5aa5-84f0-bd5ebb7ce25d     Meta    12316.944  Velocidad imposible
182347  341b2256-a21f-5aa5-84f0-bd5ebb7ce25d     Meta     8007.269  Velocidad imposible
182349  341b2256-a21f-5aa5-84f0-bd5ebb7ce25d      CP1     1683.452  Velocidad imposible
182350  341b2256-a21f-5aa5-84f0-bd5ebb7ce25d      EH1     2937.208  Velocidad imposible
182351  341b2256-a21f-5aa5-84f0-bd5ebb7ce25d      CP2     4432.657  Velocidad imposible
182353  341b2256-a21f-5aa5-84f0-bd5ebb7ce25d      CP3     7704.981  Velocidad imposible
182354  341b2256-a21f-5aa5-84f0-bd5ebb7ce25d      EH3     9814.361  Velocidad imposible
182355  341b2256-a21f-5aa5-84f0-bd5ebb7ce25d      CP4    10070.943  Velocidad imposible
182356  341b2256-a21f-5aa5-84f0-bd5ebb7ce25d   Lastkm    11818.291  Velocidad imposible
182357  341b2256-a21f-5aa5-84f0-bd5ebb7ce25d     Meta    11958.151  Velocidad imposible
182374  a52e72ce-a697-5a18-bfae-e73efdc6e165      CP2     5077.102  Velocidad imposible
182400  a52e72ce-a697-5a18-bfae-e73efdc6e165      CP1     1614.350  Velocidad imposible
182401  a52e72ce-a697-5a18-bfae-e73efdc6e165      EH1     2375.160  Velocidad imposible
182402  a52e72ce-a697-5a18-bfae-e73efdc6e165      CP2     4282.964  Velocidad imposible
182403  a52e72ce-a697-5a18-bfae-e73efdc6e165      CP3     4802.121  Velocidad imposible
182410  6ebf9a41-86ab-5447-9f63-3b6a47f6e720      EH1     9600.003    Outlier de tiempo
182411  6ebf9a41-86ab-5447-9f63-3b6a47f6e720      CP2    11898.236    Outlier de tiempo
182451  6ebf9a41-86ab-5447-9f63-3b6a47f6e720      CP1     1996.430  Velocidad imposible
182472  c5033044-4839-5874-8456-ef5ee0b2c4bd      CP3    21956.094    Outlier de tiempo
182475  c5033044-4839-5874-8456-ef5ee0b2c4bd     Meta    35856.864    Outlier de tiempo
182519  17ca0572-bb54-5cd9-b93b-40b875cdae82      CP1     1768.140  Velocidad imposible
182520  17ca0572-bb54-5cd9-b93b-40b875cdae82      EH1     2550.970  Velocidad imposible
182521  17ca0572-bb54-5cd9-b93b-40b875cdae82      CP2     4494.098  Velocidad imposible
182522  17ca0572-bb54-5cd9-b93b-40b875cdae82      CP3     5056.799  Velocidad imposible
182529  c2a22533-97fd-5396-8d17-64b06a4f2cbe      EH1     8050.522    Outlier de tiempo
182530  c2a22533-97fd-5396-8d17-64b06a4f2cbe      CP2    11559.925    Outlier de tiempo
182555  c2a22533-97fd-5396-8d17-64b06a4f2cbe     Meta    50586.056    Outlier de tiempo
182619  7768fc6d-610c-5188-b2b1-ffc9955c01e6      CP1     1769.150  Velocidad imposible
182620  7768fc6d-610c-5188-b2b1-ffc9955c01e6      EH1     2611.720  Velocidad imposible
182621  7768fc6d-610c-5188-b2b1-ffc9955c01e6      CP2     4633.561  Velocidad imposible
182642  d0ba969a-3070-553f-984f-e2ae61c3d4cc      EH1     3205.792  Velocidad imposible
182643  d0ba969a-3070-553f-984f-e2ae61c3d4cc      CP2     4818.040  Velocidad imposible
182668  d0ba969a-3070-553f-984f-e2ae61c3d4cc      CP1     1809.870  Velocidad imposible
182669  d0ba969a-3070-553f-984f-e2ae61c3d4cc      EH1     2674.410  Velocidad imposible
182892  ee5e51bd-7035-5c23-8f97-197c7c499aba      CP2     5085.647  Velocidad imposible
182918  ee5e51bd-7035-5c23-8f97-197c7c499aba      CP1     1769.110  Velocidad imposible
182919  ee5e51bd-7035-5c23-8f97-197c7c499aba      EH1     2616.690  Velocidad imposible
182920  ee5e51bd-7035-5c23-8f97-197c7c499aba      CP2     4709.046  Velocidad imposible
182942  441277ae-0064-5f96-86b0-5a911a4214b9      CP2     5089.480  Velocidad imposible
182968  441277ae-0064-5f96-86b0-5a911a4214b9      CP1     1862.770  Velocidad imposible
182969  441277ae-0064-5f96-86b0-5a911a4214b9      EH1     2712.210  Velocidad imposible
182970  441277ae-0064-5f96-86b0-5a911a4214b9      CP2     4661.345  Velocidad imposible
183070  eaa3b5b9-713e-506b-a6f4-2bcdad78c05e      CP1     1905.370  Velocidad imposible
183071  eaa3b5b9-713e-506b-a6f4-2bcdad78c05e      EH1     2764.010  Velocidad imposible
183090  2c4672df-b350-5782-b877-65e5bd52f7bb     Meta     9659.792  Velocidad imposible
183093  2c4672df-b350-5782-b877-65e5bd52f7bb      EH1     3194.342  Velocidad imposible
183094  2c4672df-b350-5782-b877-65e5bd52f7bb      CP2     4801.390  Velocidad imposible
183120  2c4672df-b350-5782-b877-65e5bd52f7bb      CP1     1640.160  Velocidad imposible
183121  2c4672df-b350-5782-b877-65e5bd52f7bb      EH1     2455.410  Velocidad imposible
183122  2c4672df-b350-5782-b877-65e5bd52f7bb      CP2     4491.308  Velocidad imposible
183123  2c4672df-b350-5782-b877-65e5bd52f7bb      CP3     5055.349  Velocidad imposible
183153  93de8a5d-0d29-51a2-a208-37c23e20eea1      CP2    12767.376    Outlier de tiempo
183166  738f8e97-1bd2-5786-9633-723218163d58     Meta     8759.639  Velocidad imposible
183169  738f8e97-1bd2-5786-9633-723218163d58      EH1     3008.842  Velocidad imposible
183170  738f8e97-1bd2-5786-9633-723218163d58      CP2     4578.093  Velocidad imposible
183196  738f8e97-1bd2-5786-9633-723218163d58      CP1     1507.270  Velocidad imposible
183197  738f8e97-1bd2-5786-9633-723218163d58      EH1     2262.780  Velocidad imposible
183198  738f8e97-1bd2-5786-9633-723218163d58      CP2     4146.542  Velocidad imposible
183199  738f8e97-1bd2-5786-9633-723218163d58      CP3     4774.237  Velocidad imposible
183220  c1c9a0b2-4fad-50d8-bea9-533ab7b49832      CP2     5065.183  Velocidad imposible
183247  c1c9a0b2-4fad-50d8-bea9-533ab7b49832      CP1     1786.290  Velocidad imposible
183248  c1c9a0b2-4fad-50d8-bea9-533ab7b49832      EH1     2721.030  Velocidad imposible
183309  3514fc8c-087b-5e11-8a53-30a6248217ff     Meta     8684.315  Velocidad imposible
183312  3514fc8c-087b-5e11-8a53-30a6248217ff      EH1     2980.321  Velocidad imposible
183313  3514fc8c-087b-5e11-8a53-30a6248217ff      CP2     4545.979  Velocidad imposible
183330  3514fc8c-087b-5e11-8a53-30a6248217ff      CP1     2182.806  Velocidad imposible
183331  3514fc8c-087b-5e11-8a53-30a6248217ff      EH1     3080.371  Velocidad imposible
